id,sentence,difficulty
5987,Nous devons prendre soin de la Nature et de l'Environnement pour notre avenir.,A1
5988,Nous devons prendre soin de notre environnement et de la nature pour que les générations futures puissent en profiter.,A1
5989,Nous devons prendre soin de l'environnement et de la nature.,A1
5990,Je promets de prendre soin de l'environnement et de respecter la nature.,A1
5991,L'environnement et la nature sont importants pour notre bien-être.,A1
5992,Nous devons prendre soin de l'environnement et de la nature pour protéger notre planète.,A1
5993,L'environnement et la nature sont importants pour préserver notre monde.,A1
5994,"""La nature est belle et nous devons la protéger.""",A1
5995,Les écosystèmes sont importants pour notre planète et doivent être protégés.,A1
5996,"""L'environnement et la nature sont importants pour moi.""",A1
5997,L'environnement et la nature sont importants pour la santé et le bien-être de notre planète.,A1
5998,L'environnement et la nature sont importants pour nous tous.,A1
5999,L'environnement et la nature sont importants pour notre planète.,A1
6000,Je rêve de voyager autour du monde et de voir le monde en toute sécurité.,A2
6001,Je rêve de voyager et de découvrir de nouvelles cultures.,A2
6002,J'aime voyager car c'est une belle manière de découvrir le monde.,A2
6003,Le voyage est une opportunité pour découvrir de nouvelles choses et expériences.,A2
6004,"J'aime voyager, car cela me permet de voir des lieux intéressants et de nouvelles cultures.",A2
6005,Je veux voyager pour explorer le monde et découvrir de nouvelles cultures.,A2
6006,Je rêve de voyager et de découvrir de nouveaux endroits.,A2
6007,"Je rêve d'un voyage dans un lieu exotique, où je pourrais découvrir de nouveaux paysages et de nouveaux cultures.",A2
6008,J'adore voyager car je découvre toujours des endroits intéressants et j'apprends des choses sur d'autres cultures.,A2
6009,J'aime voyager car cela me permet de découvrir de nouveaux pays et de nouvelles cultures.,A2
6010,Je rêve de voyager à travers le monde pour découvrir de nouvelles cultures et de nouvelles expériences !,A2
6011,Je veux partir en voyage pour découvrir de nouveaux lieux.,A2
6012,Je rêve de voyager autour du monde et de découvrir de nouvelles cultures.,A2
6013,Je rêve d'aller voyager dans le monde pour découvrir de nouveaux paysages.,A2
6014,Je adore partir en voyage et découvrir de nouvelles cultures.,A2
6015,Le voyage est une magnifique aventure qui nous permet de découvrir de nouvelles cultures et de rencontrer des gens formidables.,A2
6016,J'adore voyager et découvrir de nouveaux endroits.,A2
6017,Le voyage est une aventure extraordinaire qui nous permet de découvrir de nouvelles cultures et de nouveaux paysages.,A2
6018,Je rêve de voyager dans le monde entier pour découvrir de nouvelles cultures.,A2
6019,Je rêve de voyager autour du monde pour découvrir de nouvelles cultures et de merveilleux paysages.,A2
6020,Le voyage est une expérience unique qui permet de découvrir de nouvelles cultures et de nouvelles personnes.,A2
6021,J'aime voyager car c'est une façon de découvrir de nouvelles cultures et de belles destinations.,A2
6022,"""J'adore voyager et découvrir de nouveaux endroits !"".",A2
6023,Je adore voyager et visiter de nouveaux endroits.,A2
6024,Je rêve de voyager et découvrir des endroits excitants.,A2
6025,Le voyage est la meilleure façon de découvrir le monde.,A2
6026,Je veux voyager partout dans le monde pour découvrir de nouveaux endroits.,A2
6027,Le voyage est une belle opportunité pour découvrir de nouveaux endroits et rencontrer des gens intéressants.,A2
6028,"J'aime voyager, car c'est une excellente façon de découvrir de nouvelles cultures et de nouvelles expériences.",A2
6029,"Je trouve le voyage très excitant, car on peut découvrir de nouveaux endroits.",A2
6030,Le voyage me donne une chance de découvrir de nouveaux endroits et de faire de nouvelles rencontres.,A2
6031,J'aimerais voyager aux États-Unis pour voir de nouveaux endroits.,A2
6032,J'adore voyager et découvrir de nouveaux endroits.,A2
6033,Les voyages sont une excellente façon de découvrir de nouvelles cultures et de nouveaux endroits.,A2
6034,Je rêve de voyager autour du monde!,A2
6035,Je adore voyager et découvrir de nouveaux endroits.,A2
6036,"J'aime voyager, car cela me permet de découvrir de nouveaux pays et de nouvelles cultures.",A2
6037,"Le voyage est une aventure merveilleuse, qui nous permet de découvrir de nouveaux paysages et de nouvelles cultures.",A2
6038,Je adore voyager car cela me permet de découvrir de nouvelles cultures et de nouvelles personnes.,A2
6039,Je adore voyager et explorer de nouveaux endroits.,A2
6040,J'adore voyager et découvrir de nouveaux endroits.,A2
6041,J'adore voyager et découvrir de nouveaux endroits.,A2
6042,J'aime voyager car cela me permet de découvrir de nouvelles cultures et de nouvelles contrées.,A2
6043,Le voyage est très excitant car on découvre chaque jour des choses nouvelles.,A2
6044,Je rêve de voyager à travers le monde pour voir des choses merveilleuses.,A2
6045,"En voyage, je découvre beaucoup de choses intéressantes.",A2
6046,"J'adore voyager, c'est vraiment une expérience enrichissante.",A2
6047,J'aime voyager car c'est une excellente façon de découvrir de nouvelles cultures et d'enrichir ma vie.,A2
6048,Je veux voyager pour découvrir de nouveaux endroits.,A2
6049,J'adore voyager et découvrir de nouveaux endroits.,A2
6050,Je rêve de voyager autour du monde pour découvrir de nouvelles cultures.,A2
6051,Je rêve d'aller en voyage à l'étranger pour découvrir de nouvelles cultures.,A2
6052,Le voyage est une façon merveilleuse de découvrir des cultures et des paysages différents.,A2
6053,"J'aime voyager, car cela me permet d'explorer des cultures nouvelles et excitantes.",A2
6054,J'aime voyager car cela me permet de découvrir de nouveaux paysages et de nouvelles cultures.,A2
6055,J'adore voyager et découvrir de nouveaux endroits.,A2
6056,"""J'adore voyager et découvrir de nouveaux endroits intéressants.""",A2
6057,Le voyage est une excellente manière de découvrir de nouveaux pays et de nouvelles cultures.,A2
6058,J'aime voyager et découvrir de nouvelles cultures et de nouveaux paysages.,A2
6059,Je rêve de voyager à travers le monde et découvrir de nouveaux pays.,A2
6060,Je rêve de voyager pour découvrir de nouveaux pays et de nouvelles cultures.,A2
6061,Je rêve de partir en vacances pour découvrir le monde.,A2
6062,Je rêve de voyager à travers le monde pour découvrir de nouvelles cultures et rencontrer des gens intéressants.,A2
6063,Je rêve de voyager autour du monde pour voir des endroits magnifiques.,A2
6064,J'aime voyager car cela me donne la chance d'explorer de nouveaux endroits et de rencontrer de nouvelles personnes.,A2
6065,Le voyage est une expérience incroyable qui ouvre de nouvelles possibilités.,A2
6066,J'aime voyager car c'est une excellente façon de découvrir de nouveaux endroits.,A2
6067,Je rêve de voyager un jour et de découvrir de nouveaux endroits.,A2
6068,Le voyage me permet de découvrir de nouvelles cultures et de rencontrer de nouvelles personnes.,A2
6069,Je rêve de voyager autour du monde pour découvrir de nouveaux pays.,A2
6070,Le voyage est une façon agréable de découvrir de nouveaux endroits.,A2
6071,J'aime voyager car cela me permet de découvrir de nouveaux endroits et de nouvelles cultures.,A2
6072,Je rêve de voyager autour du monde pour découvrir de nouvelles cultures.,A2
6073,"J'adore voyager, c'est la meilleure façon de découvrir de nouveaux endroits et de nouvelles cultures!",A2
6074,"J'adore voyager, c'est une façon de découvrir de nouveaux horizons et de profiter de la vie.",A2
6075,"""J'adore voyager car cela me permet de découvrir de nouveaux endroits!”",A2
6076,J'aime voyager car cela me permet de découvrir de nouvelles cultures et de nouvelles choses.,A2
6077,J'aime voyager car j'adore découvrir de nouveaux endroits.,A2
6078,Je rêve de voyager autour du monde et découvrir de nouvelles cultures.,A2
6079,Le voyage est une belle aventure qui apporte de nouvelles découvertes et de beaux souvenirs.,A2
6080,J'adore voyager et découvrir de nouveaux endroits.,A2
6081,J'aime voyager car cela me permet de découvrir de nouvelles cultures et de nouvelles expériences.,A2
6082,Je rêve de voyager à travers le monde et découvrir de nouvelles cultures.,A2
6083,Je rêve de voyager autour du monde pour découvrir de nouvelles cultures et de nouvelles expériences.,A2
6084,Les voyages nous permettent de voir de nouvelles choses et de nouvelles cultures.,A2
6085,Le voyage est une grande aventure remplie de découvertes incroyables.,A2
6086,"J'aime voyager, car c'est une excellente façon d'explorer de nouvelles cultures et de découvrir de nouveaux endroits.",A2
6087,Le voyage est une belle aventure qui nous permet de découvrir de nouveaux horizons.,A2
6088,"Je adore voyager, car cela me permet de découvrir de nouveaux endroits et de nouvelles cultures.",A2
6089,Le voyage est une expérience enrichissante qui offre la possibilité de découvrir de nouveaux endroits et de nouvelles cultures.,A2
6090,J'aime voyager car je découvre de nouvelles cultures et je fais de belles rencontres.,A2
6091,Je rêve de voyager un jour à travers le monde.,A2
6092,Je rêve de voyager autour du monde pour découvrir des cultures et des lieux incroyables.,A2
6093,Je rêve de voyager autour du monde et de découvrir de nouveaux pays.,A2
6094,Je rêve de partir en voyage pour découvrir de nouveaux pays.,A2
6095,Je aime voyager et voir de nouveaux endroits.,A2
6096,Je rêve de voyager et découvrir d'autres cultures.,A2
6097,J'aime voyager et découvrir de nouveaux endroits.,A2
6098,Je rêve de voyager autour du monde et de voir des endroits incroyables.,A2
6099,Le voyage est une façon merveilleuse de découvrir de nouveaux mondes.,A2
6100,J'adore voyager et découvrir des endroits exotiques !,A2
